Taken_product,Yearly_avg_view_on_travel_page,preferred_device,total_likes_on_outstation_checkin_given,yearly_avg_Outstation_checkins,member_in_family,preferred_location_type,Yearly_avg_comment_on_travel_page,total_likes_on_outofstation_checkin_received,week_since_last_outstation_checkin,following_company_page,montly_avg_comment_on_company_page,working_flag,travelling_network_rating,Adult_flag,Daily_Avg_mins_spend_on_traveling_page
0,285.0,2,43575.0,14.0,3,3,80.0,9924.0,0,0,11.0,0,4,1,10.0
0,285.0,2,15295.0,16.0,3,3,90.0,4198.0,2,0,12.0,0,2,0,8.0
0,270.0,2,30940.0,1.0,4,3,73.0,6815.0,6,0,13.0,0,1,0,15.0
0,217.0,2,47950.0,1.0,1,7,87.0,4723.0,1,1,18.0,0,4,0,10.0
0,262.0,2,23450.0,10.0,4,7,75.0,6142.0,3,1,16.0,0,3,0,10.0
0,292.0,2,51170.0,1.0,3,7,38.0,8237.0,2,0,11.0,0,1,1,11.0
0,217.0,2,34825.0,1.0,1,3,87.0,8853.0,1,0,19.0,0,4,1,6.0
0,375.0,2,9240.0,1.0,3,11,59.0,16572.0,4,1,16.0,0,3,1,27.0
0,271.0,2,34195.0,10.0,3,2,45.0,2073.0,2,0,16.0,0,4,1,4.0
0,270.0,2,45570.0,1.0,4,3,80.0,5562.0,3,1,13.0,0,4,1,9.0
0,271.0,2,37065.0,1.0,2,10,93.0,16572.0,8,0,22.0,1,4,0,24.0
0,262.0,2,26250.0,28.0,3,3,46.0,3407.0,1,0,17.0,0,4,1,10.0
0,255.0,2,22855.0,10.0,4,2,92.0,5063.0,1,0,14.0,0,2,1,8.0
0,300.0,2,4130.0,14.0,2,3,84.0,4639.0,1,0,15.0,0,3,1,5.0
0,322.0,2,34650.0,27.0,3,2,87.0,4876.0,5,0,12.0,0,3,1,8.0
0,262.0,2,47215.0,1.0,2,3,63.0,2690.0,1,0,18.0,0,4,1,1.0
0,345.0,2,19705.0,1.0,4,3,56.0,16572.0,1,0,15.0,0,2,0,27.0
1,210.0,2,11515.0,24.0,3,7,51.0,2408.0,1,1,17.0,0,3,1,1.0
0,165.0,2,15995.0,26.0,2,10,85.0,2814.0,1,1,14.0,0,2,0,4.0
0,375.0,2,43190.0,20.0,5,7,41.0,11245.0,2,1,15.0,0,3,1,32.0
0,240.0,2,22190.0,1.0,4,10,35.0,3312.0,3,0,17.0,0,4,1,6.0
0,330.0,2,45955.0,1.0,3,7,31.0,16572.0,0,1,14.0,0,4,1,23.0
0,225.0,2,28076.0,1.0,3,7,48.0,2141.0,1,0,12.0,0,2,1,6.0
0,271.0,2,35525.0,1.0,5,7,50.0,5769.0,1,1,14.0,0,1,0,10.0
0,271.0,2,11760.0,26.0,3,11,52.0,4385.0,1,0,15.0,0,1,1,10.0
0,232.0,2,25025.0,1.0,4,10,54.0,5332.0,7,0,13.0,0,4,0,10.0
0,270.0,2,19565.0,12.0,4,3,76.0,4663.0,9,1,12.0,0,2,1,7.0
0,255.0,2,14910.0,10.0,4,3,42.0,4724.0,1,0,13.0,0,1,1,9.0
0,367.0,2,25270.0,25.0,4,3,75.0,3211.0,1,0,14.0,0,4,1,10.0
0,292.0,2,48545.0,10.0,5,7,76.0,5377.0,2,0,13.0,0,4,1,10.0
0,202.0,2,45570.0,19.0,3,10,67.0,4066.0,1,0,11.0,0,1,1,7.0
0,262.0,2,28076.0,18.0,5,3,48.0,5208.0,1,0,11.0,0,4,0,16.0
0,210.0,2,20300.0,27.0,3,7,39.0,4877.0,0,0,21.0,1,2,1,6.0
0,157.0,2,19110.0,1.0,1,7,97.0,3117.0,1,0,18.0,0,3,0,3.0
1,135.0,2,19040.0,1.0,2,7,70.0,1569.0,1,1,12.0,0,3,0,0.0
0,352.0,2,41160.0,26.0,4,3,98.0,16572.0,3,0,11.0,0,3,1,27.0
0,292.0,2,5950.0,1.0,2,7,76.0,3069.0,0,0,15.0,0,4,1,11.0
0,300.0,2,30940.0,15.0,3,3,80.0,10435.0,1,0,13.0,0,4,1,18.0
0,262.0,2,7280.0,1.0,4,3,52.0,4148.0,1,0,12.0,0,4,1,15.0
0,277.0,2,23485.0,19.0,3,3,85.0,5768.0,3,0,17.0,0,1,1,9.0
0,292.0,2,24885.0,1.0,3,7,81.0,5042.0,0,0,13.0,0,4,0,10.0
0,271.0,2,28076.0,1.0,2,4,59.0,5770.0,1,0,19.0,0,1,1,10.0
0,285.0,2,13895.0,1.0,2,7,54.0,7756.0,3,0,19.0,0,4,1,10.0
1,262.0,2,25795.0,10.0,3,7,55.0,10306.0,9,0,17.0,0,3,0,15.0
0,277.0,2,51450.0,10.0,3,7,71.0,3936.0,1,0,11.0,0,1,1,8.0
0,300.0,2,15680.0,16.0,3,3,84.0,7945.0,6,1,15.0,0,4,0,18.0
0,330.0,2,21070.0,1.0,5,12,37.0,5743.0,4,1,11.0,0,3,0,14.0
0,360.0,2,12775.0,1.0,5,7,89.0,15202.0,2,0,25.0,1,2,1,23.0
1,262.0,2,26705.0,15.0,2,7,59.0,5440.0,6,1,14.0,0,4,1,7.0
0,180.0,2,19845.0,1.0,1,2,32.0,3760.0,1,1,13.0,0,3,0,6.0
0,202.0,2,17010.0,1.0,3,0,86.0,3517.0,7,0,17.0,0,1,0,5.0
0,202.0,2,20685.0,1.0,3,7,87.0,2580.0,2,0,13.0,0,3,0,6.0
1,300.0,2,28076.0,1.0,3,3,75.0,2166.0,3,1,14.0,0,2,0,10.0
0,217.0,2,16415.0,10.0,3,7,42.0,5869.0,9,0,11.0,0,3,0,8.0
0,270.0,2,24885.0,1.0,4,3,42.0,8008.0,4,0,12.0,0,3,1,9.0
0,187.0,2,27020.0,1.0,1,3,77.0,5206.0,1,0,17.0,0,3,1,7.0
0,292.0,2,17220.0,12.0,3,7,66.0,5295.0,4,0,21.0,1,3,0,7.0
0,367.0,2,10535.0,22.0,4,10,72.0,16413.0,3,0,16.0,0,2,1,27.0
0,375.0,2,28455.0,17.0,5,3,50.0,13269.0,5,0,15.0,0,3,1,19.0
0,150.0,2,39935.0,1.0,3,7,31.0,2783.0,1,0,19.0,0,1,0,2.0
0,255.0,2,39550.0,1.0,3,3,66.0,5433.0,1,0,12.0,0,3,1,11.0
0,270.0,2,10885.0,1.0,3,3,77.0,2013.0,2,0,11.0,0,3,0,15.0
0,367.0,2,16275.0,1.0,1,3,41.0,13966.0,2,1,19.0,0,2,1,30.0
0,270.0,2,31290.0,1.0,4,7,33.0,4374.0,0,0,15.0,0,3,0,4.0
0,270.0,2,36400.0,1.0,2,3,79.0,6842.0,6,0,20.0,1,1,1,13.0
0,405.0,2,20440.0,22.0,5,7,91.0,16572.0,3,0,25.0,1,3,1,33.0
0,322.0,2,45185.0,15.0,2,3,65.0,16572.0,1,0,24.0,1,1,1,14.0
1,262.0,2,30800.0,12.0,4,10,36.0,4581.0,3,1,24.0,1,1,0,13.0
0,285.0,2,41615.0,1.0,3,3,90.0,4735.0,7,0,15.0,0,4,1,19.0
0,217.0,2,34685.0,1.0,3,7,43.0,4187.0,1,1,13.0,0,2,1,10.0
0,247.0,2,13720.0,1.0,4,7,93.0,5505.0,1,0,14.0,0,3,1,6.0
0,240.0,2,34195.0,1.0,3,7,45.0,5470.0,0,0,13.0,0,3,1,10.0
0,232.0,2,38920.0,1.0,4,3,67.0,5476.0,1,0,11.0,0,1,1,10.0
0,367.0,2,16240.0,16.0,3,7,74.0,2587.0,4,1,16.0,0,2,1,17.0
0,285.0,2,5180.0,1.0,3,7,42.0,2440.0,1,0,22.0,1,2,0,4.0
0,352.0,2,42875.0,1.0,4,3,47.0,15972.0,6,0,14.0,0,3,1,29.0
0,367.0,2,28315.0,1.0,3,3,75.0,15379.0,4,0,14.0,0,1,0,23.0
0,307.0,2,42210.0,23.0,2,3,80.0,7082.0,3,1,16.0,0,4,0,21.0
0,150.0,2,25445.0,1.0,1,3,54.0,2728.0,1,0,11.0,0,1,0,2.0
0,247.0,2,18550.0,16.0,3,3,36.0,5368.0,1,1,25.0,1,3,1,7.0
0,270.0,2,28076.0,26.0,4,3,80.0,5347.0,6,0,14.0,0,2,1,10.0
0,330.0,2,18480.0,1.0,3,3,44.0,3195.0,4,1,18.0,0,1,1,8.0
1,271.0,2,46200.0,1.0,1,7,93.0,3989.0,1,1,11.0,0,1,0,5.0
0,285.0,2,52325.0,1.0,2,7,87.0,3306.0,7,0,19.0,0,4,1,7.0
0,397.0,2,28076.0,24.0,4,7,48.0,7005.0,3,0,15.0,0,3,0,11.0
1,360.0,2,24780.0,1.0,2,7,95.0,2655.0,2,1,11.0,0,3,1,19.0
1,240.0,2,44065.0,1.0,4,3,95.0,1393.0,1,0,12.0,0,1,0,1.0
0,195.0,2,27510.0,1.0,3,7,76.0,2570.0,1,0,20.0,1,3,0,7.0
0,412.0,2,50435.0,22.0,3,2,94.0,3537.0,5,0,12.0,0,4,1,8.0
0,255.0,2,40495.0,1.0,2,7,57.0,3986.0,1,0,14.0,0,3,1,15.0
0,450.0,2,12950.0,1.0,4,7,92.0,10883.0,3,0,20.0,1,3,1,19.0
0,247.0,2,9345.0,21.0,3,7,79.0,2028.0,1,0,18.0,0,4,1,14.0
0,277.0,2,44730.0,1.0,4,7,31.0,9525.0,1,0,14.0,0,3,1,6.0
0,255.0,2,23730.0,19.0,3,3,35.0,2929.0,1,0,12.0,0,2,0,10.0
1,271.0,2,14945.0,1.0,3,3,99.0,2275.0,1,0,21.0,1,2,1,3.0
0,330.0,2,32235.0,1.0,3,3,96.0,7879.0,1,0,19.0,0,2,1,9.0
0,262.0,2,5110.0,1.0,4,7,79.0,4930.0,0,1,14.0,0,3,0,6.0
0,322.0,2,41265.0,1.0,3,7,73.0,7847.0,1,0,17.0,0,1,1,10.0
0,180.0,2,20335.0,1.0,3,7,62.0,4401.0,1,0,16.0,0,4,1,5.0
0,307.0,2,32130.0,1.0,3,11,35.0,9241.0,1,0,12.0,0,2,0,10.0
0,217.0,2,37870.0,1.0,4,7,43.0,2974.0,9,0,17.0,0,3,1,9.0
0,270.0,2,18550.0,1.0,4,3,51.0,4502.0,3,0,15.0,0,3,0,17.0
0,271.0,2,43330.0,1.0,1,3,74.0,10748.0,3,0,23.0,1,4,1,25.0
1,180.0,2,8400.0,22.0,1,12,58.0,1555.0,1,0,11.0,0,3,1,1.0
1,352.0,2,38255.0,1.0,3,3,82.0,12936.0,7,0,11.0,0,3,0,25.0
0,195.0,2,13650.0,17.0,4,7,62.0,2305.0,1,0,15.0,0,3,1,3.0
0,271.0,2,35175.0,28.0,2,2,48.0,16572.0,1,0,11.0,0,3,0,21.0
0,240.0,2,20475.0,10.0,3,3,56.0,3433.0,6,0,13.0,0,1,1,10.0
0,232.0,2,25935.0,1.0,4,3,69.0,3477.0,1,0,14.0,0,4,1,6.0
0,307.0,2,19320.0,1.0,3,12,60.0,6430.0,6,0,19.0,0,2,1,10.0
0,300.0,2,12915.0,1.0,2,3,92.0,6516.0,2,1,16.0,0,2,1,18.0
0,180.0,2,17710.0,29.0,1,7,91.0,3907.0,1,0,13.0,0,2,1,6.0
0,345.0,2,25095.0,13.0,4,3,34.0,5562.0,6,0,14.0,0,4,0,19.0
0,262.0,2,47950.0,27.0,4,3,49.0,6883.0,2,0,16.0,0,2,1,17.0
0,225.0,2,27755.0,16.0,1,3,33.0,2862.0,1,0,12.0,0,2,1,10.0
0,352.0,2,19005.0,1.0,4,11,87.0,4978.0,7,0,11.0,0,4,1,4.0
0,345.0,2,44695.0,1.0,3,3,74.0,10368.0,4,1,12.0,0,2,1,13.0
1,270.0,2,50960.0,13.0,5,11,96.0,6134.0,5,1,13.0,0,2,1,16.0
1,240.0,2,33740.0,1.0,2,3,34.0,6735.0,6,0,15.0,0,2,0,10.0
0,271.0,2,28076.0,1.0,1,7,51.0,3295.0,1,0,13.0,0,3,0,3.0
0,232.0,2,5705.0,24.0,1,2,4.5,5238.0,2,0,20.0,1,4,0,9.0
0,292.0,2,27720.0,1.0,3,3,77.0,6472.0,1,1,15.0,0,4,1,9.0
0,240.0,2,12985.0,19.0,3,3,80.0,9610.0,3,0,13.0,0,3,1,10.0
0,300.0,2,21385.0,1.0,4,7,88.0,16572.0,1,0,14.0,0,2,0,21.0
0,271.0,2,6160.0,1.0,3,3,75.0,9756.0,4,0,21.0,1,3,1,9.0
0,225.0,2,45920.0,1.0,4,2,78.0,4968.0,0,0,16.0,0,4,0,10.0
0,180.0,2,31395.0,10.0,3,7,59.0,2145.0,0,0,14.0,0,4,1,3.0
1,225.0,2,21000.0,1.0,3,12,66.0,2180.0,6,0,11.0,0,3,1,6.0
0,232.0,2,35105.0,1.0,3,2,51.0,8346.0,1,0,19.0,0,3,1,6.0
0,202.0,2,36890.0,1.0,3,7,67.0,3445.0,1,0,11.0,0,3,0,6.0
1,217.0,2,14980.0,1.0,3,11,52.0,2760.0,1,0,13.0,0,3,0,2.0
0,217.0,2,16135.0,1.0,3,3,70.0,6294.0,8,1,12.0,0,4,0,10.0
0,225.0,2,34265.0,4.0,2,11,94.0,7140.0,2,0,11.0,0,1,1,12.0
0,255.0,2,6335.0,4.0,4,7,97.0,2932.0,0,1,14.0,0,1,1,6.0
0,247.0,2,44905.0,1.0,3,11,62.0,5147.0,8,0,15.0,0,4,0,13.0
0,367.0,2,45955.0,11.0,4,11,80.0,4507.0,3,0,12.0,0,3,0,8.0
1,247.0,2,28076.0,16.0,3,3,74.0,8564.0,2,1,20.0,1,3,0,11.0
0,285.0,2,20790.0,1.0,2,7,75.0,2468.0,4,0,14.0,0,2,1,9.0
1,232.0,2,37765.0,16.0,4,11,70.0,8161.0,2,0,13.0,0,1,1,10.0
0,217.0,2,20650.0,1.0,3,2,91.0,2109.0,1,1,13.0,0,3,1,1.0
0,225.0,2,10675.0,16.0,3,3,58.0,5294.0,3,0,16.0,0,3,1,10.0
0,240.0,2,33355.0,1.0,4,2,65.0,2718.0,2,0,14.0,0,2,0,12.0
0,285.0,2,29155.0,18.0,3,7,60.0,5811.0,3,1,16.0,0,3,1,15.0
1,322.0,2,28245.0,17.0,3,2,38.0,2437.0,9,1,16.0,0,4,1,6.0
0,271.0,2,29925.0,12.0,3,7,57.0,2766.0,8,0,22.0,1,2,1,7.0
0,412.0,2,16730.0,1.0,3,7,60.0,16572.0,8,0,12.0,0,2,1,33.0
0,247.0,2,27125.0,1.0,3,2,90.0,3055.0,5,0,15.0,0,4,1,11.0
0,307.0,2,19180.0,1.0,4,3,94.0,2289.0,1,0,20.0,1,2,1,5.0
0,255.0,2,48125.0,10.0,3,3,87.0,4001.0,1,0,14.0,0,3,1,15.0
0,397.0,2,23135.0,1.0,4,7,60.0,12965.0,4,0,20.0,1,4,1,27.0
0,322.0,2,8540.0,1.0,3,3,97.0,3539.0,0,0,13.0,0,2,0,10.0
0,255.0,2,17885.0,1.0,2,3,32.0,6029.0,5,0,12.0,0,1,0,6.0
1,157.0,2,11795.0,1.0,1,11,31.0,2679.0,1,0,13.0,0,2,0,1.0
0,285.0,2,40355.0,1.0,2,10,40.0,3702.0,1,0,11.0,0,2,1,5.0
1,165.0,2,45290.0,1.0,1,7,79.0,2398.0,1,1,17.0,0,3,0,1.0
0,232.0,2,6860.0,29.0,4,11,91.0,5468.0,1,1,14.0,0,1,1,13.0
0,382.0,2,32970.0,1.0,3,2,53.0,13116.0,2,0,11.0,0,4,0,15.0
0,277.0,2,20615.0,1.0,2,11,46.0,4189.0,1,0,14.0,0,1,1,5.0
0,345.0,2,25690.0,1.0,4,7,46.0,16572.0,7,1,17.0,0,3,1,24.0
0,270.0,2,48405.0,10.0,3,3,90.0,8321.0,7,1,13.0,0,4,1,15.0
1,330.0,2,15015.0,1.0,2,7,99.0,2342.0,1,1,12.0,0,3,1,6.0
0,277.0,2,43365.0,1.0,2,10,89.0,4071.0,2,1,13.0,0,3,0,19.0
1,262.0,2,10605.0,27.0,3,3,84.0,5813.0,1,1,18.0,0,4,0,10.0
0,247.0,2,30345.0,1.0,4,3,90.0,3143.0,6,0,19.0,0,2,1,14.0
0,210.0,2,41335.0,1.0,3,3,82.0,2044.0,1,0,11.0,0,3,1,5.0
0,292.0,2,43855.0,10.0,1,7,65.0,13464.0,7,0,21.0,1,3,0,9.0
0,345.0,2,29715.0,26.0,2,3,98.0,7991.0,8,0,15.0,0,3,0,6.0
0,300.0,2,21560.0,1.0,2,3,99.0,3377.0,4,0,17.0,0,4,1,7.0
0,271.0,2,39480.0,13.0,3,7,95.0,5538.0,5,0,18.0,0,3,1,10.0
0,262.0,2,41300.0,1.0,2,7,90.0,5762.0,2,0,14.0,0,3,1,15.0
0,285.0,2,28076.0,1.0,3,12,100.0,2592.0,5,0,13.0,0,4,1,13.0
1,255.0,2,8190.0,1.0,4,3,93.0,5346.0,4,0,17.0,0,3,1,11.0
1,277.0,2,12950.0,10.0,4,7,75.0,4213.0,1,0,15.0,0,2,0,10.0
0,292.0,2,26810.0,20.0,3,3,83.0,4127.0,2,0,18.0,0,4,1,7.0
0,322.0,2,12005.0,1.0,3,3,52.0,2438.0,4,0,13.0,0,3,0,7.0
0,307.0,2,15645.0,1.0,3,3,85.0,6870.0,3,0,12.0,0,1,0,11.0
0,307.0,2,27860.0,1.0,1,11,81.0,10447.0,0,1,13.0,0,4,1,23.0
0,225.0,2,38220.0,10.0,3,7,64.0,9667.0,9,0,14.0,0,2,0,9.0
1,195.0,2,32200.0,20.0,2,7,69.0,2148.0,0,1,11.0,0,3,0,6.0
1,345.0,2,9135.0,21.0,2,7,66.0,8926.0,4,0,22.0,1,4,1,13.0
0,300.0,2,41790.0,1.0,3,3,52.0,6513.0,4,0,17.0,0,4,1,12.0
0,255.0,2,28076.0,1.0,2,2,92.0,6799.0,1,0,21.0,1,3,1,10.0
0,435.0,2,12250.0,1.0,3,7,52.0,16291.0,4,0,22.0,1,4,1,33.0
0,262.0,2,6475.0,23.0,4,7,91.0,2705.0,0,0,16.0,0,2,1,6.0
0,352.0,2,35035.0,1.0,3,3,92.0,10333.0,8,1,12.0,0,3,1,28.0
0,300.0,2,26250.0,12.0,3,3,47.0,4448.0,2,0,12.0,0,2,1,15.0
0,405.0,2,15085.0,1.0,4,7,68.0,6854.0,4,0,15.0,0,2,1,14.0
0,232.0,2,39375.0,1.0,4,11,68.0,9637.0,2,0,14.0,0,4,1,9.0
0,210.0,2,42595.0,1.0,3,7,67.0,3591.0,1,0,25.0,1,3,1,3.0
0,285.0,2,25305.0,1.0,4,11,77.0,5405.0,2,1,20.0,1,1,1,20.0
0,195.0,2,20020.0,10.0,3,7,46.0,4684.0,1,0,13.0,0,1,0,5.0
0,435.0,2,42560.0,15.0,4,3,87.0,15787.0,2,1,14.0,0,2,0,23.0
0,135.0,2,50085.0,14.0,3,7,33.0,1514.0,1,0,16.0,0,3,0,0.0
1,232.0,2,28076.0,18.0,5,12,89.0,2956.0,0,0,17.0,0,3,0,2.0
1,217.0,2,12250.0,13.0,3,12,56.0,2335.0,4,1,15.0,0,4,1,4.0
0,271.0,2,20615.0,1.0,4,3,67.0,5154.0,4,0,22.0,1,2,1,10.0
0,270.0,2,15050.0,1.0,4,10,75.0,6962.0,4,1,22.0,1,4,1,15.0
0,322.0,2,49770.0,1.0,4,3,92.0,5675.0,1,0,20.0,1,3,1,7.0
0,202.0,2,45395.0,1.0,2,3,53.0,2379.0,0,1,14.0,0,3,0,6.0
0,217.0,2,20090.0,20.0,1,7,40.0,3812.0,1,0,13.0,0,2,0,11.0
0,240.0,2,46130.0,10.0,4,11,79.0,4648.0,8,0,13.0,0,3,0,4.0
0,271.0,2,12425.0,10.0,4,2,38.0,2936.0,3,0,22.0,1,2,1,10.0
0,352.0,2,7245.0,1.0,4,3,64.0,2105.0,4,0,12.0,0,3,0,7.0
0,345.0,2,24710.0,1.0,2,3,82.0,8578.0,3,0,14.0,0,3,1,12.0
0,210.0,2,9800.0,1.0,2,3,43.0,2706.0,1,0,15.0,0,2,1,3.0
0,217.0,2,25410.0,29.0,1,3,93.0,6384.0,8,0,17.0,0,4,1,11.0
0,271.0,2,39970.0,1.0,3,3,81.0,3968.0,4,0,13.0,0,4,0,8.0
1,240.0,2,14490.0,1.0,4,11,82.0,9907.0,7,1,12.0,0,3,0,7.0
0,345.0,2,46165.0,1.0,3,2,45.0,13225.0,2,0,12.0,0,4,1,25.0
0,202.0,2,25480.0,23.0,1,7,36.0,3540.0,1,1,21.0,1,4,1,9.0
0,217.0,2,12320.0,1.0,1,7,87.0,2804.0,1,1,11.0,0,4,0,1.0
0,322.0,2,28805.0,1.0,3,7,81.0,16572.0,7,0,13.0,0,4,0,21.0
0,360.0,2,42840.0,10.0,3,3,91.0,16572.0,4,0,12.0,0,4,0,29.0
1,217.0,2,16065.0,24.0,2,3,73.0,2439.0,1,1,24.0,1,2,0,1.0
1,345.0,2,43890.0,10.0,3,3,64.0,7314.0,5,0,21.0,1,3,1,14.0
0,202.0,2,39585.0,15.0,3,3,77.0,4774.0,0,0,19.0,0,4,1,8.0
0,292.0,2,29225.0,19.0,4,10,41.0,3902.0,8,0,14.0,0,2,1,7.0
0,412.0,2,29260.0,1.0,4,2,98.0,2662.0,8,0,20.0,1,2,1,19.0
0,210.0,2,41020.0,1.0,3,7,78.0,2856.0,1,0,19.0,0,4,1,1.0
1,225.0,2,33075.0,1.0,3,7,89.0,1081.0,1,0,13.0,0,3,0,1.0
1,165.0,2,13685.0,1.0,1,3,75.0,2472.0,1,1,23.0,1,1,0,1.0
0,270.0,2,44310.0,10.0,4,2,63.0,5673.0,1,1,13.0,0,1,1,10.0
0,232.0,2,10885.0,20.0,3,3,89.0,4197.0,1,0,11.0,0,1,1,10.0
0,255.0,2,51800.0,1.0,3,3,64.0,9713.0,2,1,13.0,0,4,1,9.0
0,217.0,2,20720.0,1.0,3,3,59.0,2062.0,3,0,14.0,0,2,0,11.0
0,277.0,2,27405.0,1.0,4,7,78.0,4284.0,5,1,22.0,1,3,1,16.0
0,262.0,2,7665.0,16.0,2,10,44.0,4788.0,0,1,11.0,0,4,0,4.0
0,271.0,2,19460.0,25.0,2,3,93.0,5906.0,0,0,13.0,0,4,1,10.0
0,270.0,2,42455.0,1.0,1,12,94.0,3886.0,1,0,21.0,1,4,0,10.0
0,300.0,2,39795.0,1.0,4,3,98.0,16572.0,2,0,11.0,0,1,1,22.0
0,195.0,2,16870.0,1.0,2,3,90.0,2933.0,1,1,13.0,0,3,1,1.0
0,202.0,2,17885.0,1.0,2,7,89.0,6500.0,0,0,14.0,0,2,0,9.0
0,360.0,2,4095.0,22.0,3,7,58.0,16572.0,3,0,11.0,0,2,1,24.0
0,330.0,2,5950.0,1.0,4,3,78.0,5033.0,2,0,15.0,0,4,1,10.0
1,255.0,2,33845.0,16.0,4,2,85.0,2307.0,1,1,23.0,1,2,1,5.0
1,271.0,2,40670.0,24.0,2,3,97.0,2587.0,1,0,16.0,0,4,0,5.0
0,270.0,2,11725.0,17.0,2,11,33.0,5507.0,2,0,16.0,0,3,1,12.0
0,307.0,2,11795.0,1.0,3,11,54.0,4393.0,5,0,21.0,1,3,1,14.0
0,271.0,2,48860.0,1.0,3,7,83.0,13348.0,9,0,13.0,0,2,1,18.0
0,232.0,2,37765.0,10.0,2,7,86.0,6583.0,2,1,11.0,0,4,1,8.0
0,255.0,2,25725.0,1.0,1,7,75.0,8103.0,3,1,12.0,0,3,0,9.0
0,232.0,2,16485.0,1.0,3,7,62.0,3978.0,8,0,12.0,0,2,1,4.0
0,195.0,2,38360.0,1.0,3,10,61.0,2544.0,0,0,18.0,0,1,1,8.0
0,271.0,2,45395.0,1.0,4,7,44.0,5399.0,4,0,12.0,0,3,0,12.0
0,247.0,2,7595.0,10.0,4,11,75.0,5487.0,1,0,14.0,0,2,0,10.0
0,210.0,2,27405.0,1.0,2,3,42.0,6834.0,1,1,12.0,0,3,1,7.0
1,217.0,2,26110.0,24.0,3,2,45.0,1091.0,1,0,17.0,0,4,0,1.0
0,292.0,2,43785.0,21.0,4,3,32.0,5736.0,6,0,19.0,0,3,1,10.0
0,202.0,2,47390.0,1.0,4,2,41.0,2226.0,1,0,11.0,0,3,1,6.0
0,255.0,2,25725.0,22.0,4,10,86.0,5747.0,1,1,15.0,0,2,0,16.0
1,210.0,2,51625.0,13.0,2,11,84.0,9854.0,3,1,11.0,0,4,0,6.0
0,352.0,2,40915.0,14.0,4,2,64.0,5467.0,8,0,18.0,0,3,1,16.0
0,271.0,2,50505.0,4.0,5,11,89.0,5380.0,4,0,16.0,0,3,1,6.0
0,292.0,2,30345.0,1.0,2,7,87.0,5151.0,1,0,25.0,1,4,1,10.0
0,285.0,2,48790.0,1.0,3,7,58.0,2133.0,1,1,16.0,0,3,1,20.0
0,435.0,2,21175.0,21.0,3,3,72.0,16572.0,4,1,13.0,0,3,1,29.0
1,240.0,2,8330.0,1.0,2,3,47.0,2432.0,3,1,14.0,0,1,0,8.0
0,285.0,2,42210.0,1.0,2,3,71.0,4771.0,2,0,19.0,0,4,1,10.0
0,367.0,2,37240.0,1.0,1,3,42.0,16572.0,3,0,15.0,0,4,0,28.0
0,271.0,2,14665.0,12.0,4,11,77.0,5087.0,3,1,12.0,0,3,1,14.0
1,202.0,2,46795.0,22.0,3,12,58.0,2863.0,1,0,12.0,0,1,0,1.0
0,262.0,2,23870.0,18.0,4,7,71.0,5561.0,0,0,16.0,0,4,1,6.0
0,210.0,2,38605.0,16.0,3,7,49.0,2144.0,1,0,14.0,0,3,0,5.0
0,232.0,2,34160.0,1.0,2,7,48.0,3065.0,1,1,13.0,0,4,1,4.0
0,270.0,2,28076.0,1.0,4,3,66.0,2810.0,1,0,22.0,1,2,0,5.0
0,255.0,2,32795.0,1.0,3,11,32.0,9888.0,1,0,21.0,1,1,0,14.0
0,255.0,2,43365.0,13.0,4,0,39.0,8628.0,1,0,18.0,0,3,1,9.0
0,195.0,2,5495.0,1.0,3,7,95.0,2867.0,0,0,13.0,0,4,0,8.0
0,217.0,2,4760.0,1.0,3,3,75.0,5373.0,0,0,12.0,0,1,1,6.0
0,240.0,2,40110.0,15.0,4,7,34.0,6667.0,5,0,18.0,0,2,1,9.0
0,232.0,2,39375.0,1.0,3,3,48.0,5003.0,1,0,21.0,1,2,0,10.0
1,210.0,2,49140.0,17.0,3,2,32.0,2367.0,5,0,12.0,0,1,1,6.0
0,285.0,2,49140.0,1.0,3,3,59.0,2858.0,4,0,14.0,0,1,0,20.0
0,262.0,2,42840.0,1.0,4,3,55.0,5204.0,1,1,11.0,0,4,0,10.0
0,202.0,2,33390.0,1.0,3,11,44.0,4105.0,1,0,14.0,0,1,0,7.0
0,240.0,2,48055.0,1.0,4,3,56.0,9679.0,8,0,24.0,1,2,0,8.0
1,232.0,2,28076.0,26.0,4,11,63.0,5617.0,1,1,11.0,0,3,0,10.0
1,397.0,2,40880.0,24.0,4,3,66.0,10448.0,6,1,13.0,0,2,0,15.0
0,405.0,2,5425.0,1.0,2,3,67.0,2897.0,3,0,11.0,0,3,1,9.0
0,247.0,2,45605.0,1.0,2,3,36.0,5968.0,1,0,20.0,1,3,1,9.0
0,322.0,2,20090.0,11.0,3,3,4.5,7510.0,1,0,17.0,0,2,1,10.0
0,285.0,2,50540.0,1.0,4,10,88.0,2991.0,0,1,11.0,0,2,1,7.0
0,412.0,2,6615.0,26.0,4,12,71.0,16572.0,4,1,18.0,0,1,1,33.0
0,232.0,2,44660.0,1.0,1,7,59.0,1129.0,1,1,11.0,0,3,1,1.0
0,292.0,2,4165.0,15.0,4,11,77.0,13341.0,0,0,12.0,0,1,0,21.0
0,271.0,2,11725.0,23.0,2,3,37.0,4332.0,1,0,12.0,0,4,0,20.0
0,232.0,2,24395.0,10.0,3,7,40.0,11031.0,4,0,20.0,1,3,1,13.0
